date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:09:32	27163/27163	---M--	200	added ('OK')	image/png	etag:W/%226a1b-6DM5H5Qnf+eSsJm69KKDmJfl7DI%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/landing.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/landing.png	(from https://www.sisika.fr/)
17:09:32	29306/29306	---M--	200	added ('OK')	image/png	etag:W/%22727a-ec38BtNqbWzPUwHJCLWSOKr8X2Q%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/support.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/support.png	(from https://www.sisika.fr/)
17:09:34	16938/16938	---M--	200	added ('OK')	image/png	etag:W/%22422a-b8KDmBhuMXpHqd94O8oVgIPuZWY%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/ux.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/ux.png	(from https://www.sisika.fr/)
17:09:34	41523/41523	---M--	200	added ('OK')	image/png	etag:W/%22a233-lqUd+4opR+i7NIsp5PkQSmIMAaE%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/store.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/store.png	(from https://www.sisika.fr/)
17:09:36	51150/51150	---M--	200	added ('OK')	image/png	etag:W/%22c7ce-uxXCG4lf4ubR7fg5ty6uxzIfJ4E%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/web-design.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/web-design.png	(from https://www.sisika.fr/)
17:09:36	50286/50286	---M--	200	added ('OK')	image/png	etag:W/%22c46e-h+6AL+c8akF2W6g1reUlSsZBrA0%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/team-work.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/team-work.png	(from https://www.sisika.fr/)
17:09:37	18344/18344	---M--	200	added ('OK')	image/png	etag:W/%2247a8-5YgWg/sLn1VABPrJIVqPW+VFdok%22	https://cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/spec.png	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/wailSalim/sisika-images@main/spec.png	(from https://www.sisika.fr/)
17:09:39	541689/541689	---M--	200	added ('OK')	application/pdf	etag:%22843f9-68befb4a-59e65f1c1509f846;;;%22	https://www.sisika.fr/docs/salimwailcv.pdf	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/docs/salimwailcv.pdf	(from https://www.sisika.fr/)
17:09:39	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/salimwailforbusiness@gmail.com	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/salimwailforbusiness@gmail.18.delayed	(from https://www.sisika.fr/)
17:09:40	11854/11854	---M-Z	200	added ('OK')	application/x-javascript	etag:%222e4e-6727a70e-96f6e7d70bc5215b;gz%22	https://www.sisika.fr/js/main.js	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/js/main.js	(from https://www.sisika.fr/)
17:09:40	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-6727a590-dfcf8f8311afbfe;gz%22	https://www.sisika.fr/fonts/glyphicons-halflings-regular.eot	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/glyphicons-halflings-regular.eot	(from https://www.sisika.fr/css/bootstrap.min.css)
17:09:41	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-6727a590-dfcf8f8311afbfe;gz%22	https://www.sisika.fr/fonts/glyphicons-halflings-regular.eot?	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.sisika.fr/css/bootstrap.min.css)
17:09:41	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-6727a591-d7a58e4c0621e56f;;;%22	https://www.sisika.fr/fonts/glyphicons-halflings-regular.woff	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/glyphicons-halflings-regular.woff	(from https://www.sisika.fr/css/bootstrap.min.css)
17:09:41	45404/45404	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22b15c-6727a591-52f70b3c7fc76c3f;gz%22	https://www.sisika.fr/fonts/glyphicons-halflings-regular.ttf	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/glyphicons-halflings-regular.ttf	(from https://www.sisika.fr/css/bootstrap.min.css)
17:09:41	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a8c2-6727a591-86ad0d39de4f1801;gz%22	https://www.sisika.fr/fonts/glyphicons-halflings-regular.svg	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/glyphicons-halflings-regular.svg	(from https://www.sisika.fr/css/bootstrap.min.css)
17:09:42	70807/70807	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-6727a58f-88abcd139ec1f45c;gz%22	https://www.sisika.fr/fonts/fontawesome-webfont.eot?v=4.2.0	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/fontawesome-webfont78ce.eot	(from https://www.sisika.fr/css/font-awesome.min.css)
17:09:42	70807/70807	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-6727a58f-88abcd139ec1f45c;gz%22	https://www.sisika.fr/fonts/fontawesome-webfont.eot?	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/fontawesome-webfontd41d.eot	(from https://www.sisika.fr/css/font-awesome.min.css)
17:09:42	83588/83588	---M--	200	added ('OK')	application/font-woff	etag:%2214684-6727a58f-cfce81f006c612c;;;%22	https://www.sisika.fr/fonts/fontawesome-webfont.woff?v=4.2.0	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/fontawesome-webfont78ce.woff	(from https://www.sisika.fr/css/font-awesome.min.css)
17:09:45	142072/142072	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2222af8-6727a58e-f48f4fd7dfd6c8be;gz%22	https://www.sisika.fr/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/fontawesome-webfont78ce.ttf	(from https://www.sisika.fr/css/font-awesome.min.css)
17:09:46	365616/365616	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259430-6727a590-ad00304e4d74b4d7;gz%22	https://www.sisika.fr/fonts/fontawesome-webfont.svg?v=4.2.0	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/fonts/fontawesome-webfont78ce.svg	(from https://www.sisika.fr/css/font-awesome.min.css)
17:09:49	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/img/overlay-pattern.png	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/img/overlay-pattern.24.delayed	(from https://www.sisika.fr/css/style.css)
17:09:49	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/img/bars.svg	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/img/bars.svg	(from https://www.sisika.fr/css/style.css)
17:09:50	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/img/pattern_40.gif	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/img/pattern_40.gif	(from https://www.sisika.fr/css/style.css)
17:09:50	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/Popover%20requires%20tooltip.js	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/Popover%20requires%20tooltip.js	(from https://www.sisika.fr/js/bootstrap.min.js)
17:09:51	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/e	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/e	(from https://www.sisika.fr/js/plugins.js)
17:09:51	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/assets	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/assets	(from https://www.sisika.fr/sw.js)
17:09:53	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/script.js	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/script.2b.delayed	(from https://www.sisika.fr/sw.js)
17:09:54	1121623/1121623	---M--	200	added ('OK')	image/png	etag:%22111d57-6727a64e-b2183091e140b3b3;;;%22	https://www.sisika.fr/images/app.png	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/images/app.png	(from https://www.sisika.fr/sw.js)
17:09:55	702/702	---M-Z	200	added ('OK')	application/javascript	etag:W/%222be-uoFvybv11m06AmGP/dXHwexFFwk%22	https://cdn.jsdelivr.net/gh/amine-amazou/ns-js@1.0.1/dist/NS.min.js	C:/Users/HP/Documents/File/WEBSITE/sisika/cdn.jsdelivr.net/gh/amine-amazou/ns-js@1.0.1/dist/NS.min.js	(from https://www.sisika.fr/sw.js)
17:09:55	8798/8798	---M--	200	added ('OK')	image/png	etag:%22225e-6727bf64-e7b799209c3ac63a;;;%22	https://www.sisika.fr/icon.png	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/icon.png	(from https://www.sisika.fr/sw.js)
17:09:55	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-df0e572c509b3cbf;gz%22	https://www.sisika.fr/images/broken-image.jpg	C:/Users/HP/Documents/File/WEBSITE/sisika/www.sisika.fr/images/broken-image.jpg	(from https://www.sisika.fr/js/main.js)
